시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일,image_url,nmap_url
소라잡는댕댕이펜션,반려동물업,반려동반여행,펜션,충청남도,태안군,안면읍,창기리,1401-30 번지,삼봉길,153 번,36.56927096,126.321098,32162,충청남도 태안군 안면읍 삼봉길 153,충청남도 태안군 안면읍 창기리 1401-30,0507-1363-9945,https://page.yapen.co.kr/45795,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,10kg 이하,"객실당 최대 3마리, 맹견 입실 불가, 애견용품 개별준비",Y,Y,애견 동반 펜션,없음,2022.11.30,https://ldb-phinf.pstatic.net/20240117_12/1705492160654yC7Ha_JPEG/mail.naver.jpg,https://map.naver.com/p/entry/place/1070547975
소래습지생태공원,반려동물업,반려동반여행,여행지,인천광역시,남동구,논현동,,1-17 번지,소래로154번길,77 번,37.40736482,126.746337,21619,인천광역시 남동구 소래로154번길 77,인천광역시 남동구 논현동 1-17,032-435-7076,정보없음,연중무휴,매일 04:00~23:00,Y,없음,Y,해당없음,소형,목줄,N,Y,공원,없음,2022.11.30,http://blogfiles.naver.net/MjAxODAzMThfNjQg/MDAxNTIxMzQyOTEyNzUw.nbTdf44BGSry54VJ2EwxDtS5xPXK2lENA3YbGXoE50kg.7vMNG_JB3XIUOEAu6iETUXpm8UYxGTAVflEWU91ZjCIg.JPEG.queen77577/20180317151215_IMG_4610.JPG#2048x1536,https://map.naver.com/p/entry/place/36480728
소래역사관,반려동물업,반려동반여행,박물관,인천광역시,남동구,논현동,,680-2 번지,아암대로,1605 번,37.39816437,126.7376,21673,인천광역시 남동구 아암대로 1605,인천광역시 남동구 논현동 680-2,032-460-0590,museum.namdongcmc.co.kr,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~18:00,Y,500원,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzA2MTRfMTIx/MDAxNDk3NDI3NzEyMjYy.aBb7L3q_caoBYq_LIv98L25XrY2uhyu9bKYtY5WKipUg.PGzlKMCwID2e6jIgjEgMZXFUQl55Hvg51MhajGDBxTEg.JPEG.incheontogi/1.JPG#740x492,https://map.naver.com/p/entry/place/21688988
소래포구,반려동물업,반려동반여행,여행지,인천광역시,남동구,논현동,,111-200 번지,,,37.39878118,126.740651,21672,,인천광역시 남동구 논현동 111-200,,http://www.soraepogu.net/,연중무휴,매일 08:00~21:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_259/1441040506475Cmmr3_JPEG/12935923_0.jpg,https://map.naver.com/p/entry/place/12935923
소룡동시민체육공원,반려동물업,반려동반여행,여행지,전라북도,군산시,소룡동,,237-1 번지,,,35.9831498,126.675978,54008,,전라북도 군산시 소룡동 237-1,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/20956128
소리공원,반려동물업,반려동반여행,여행지,전라북도,완주군,이서면,갈산리,648 번지,,,35.83624388,127.054978,55365,,전라북도 완주군 이서면 갈산리 648,063-290-3812,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/522713999
소마미술관,반려동물업,반려동반여행,미술관,서울특별시,송파구,방이동,,88 번지,올림픽로,424 번,37.5203397,127.115518,5540,서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,02-425-1077,soma.kspo.or.kr,매주 월요일,화~일 10:00~18:00,Y,3000원,N,해당없음,해당없음,해당없음,Y,N,"미술관, 2관 연중무휴",없음,2022.11.30,https://ldb-phinf.pstatic.net/20240219_165/17083103585507vYMh_PNG/%B9%CC%BC%FA%B0%FC_%C0%FC%B0%E6.png,https://map.naver.com/p/entry/place/11785944
소소미술관,반려동물업,반려동반여행,미술관,전라남도,화순군,도곡면,원화리,304 번지,지강로,467-1 번,35.03595977,126.905549,58148,전라남도 화순군 도곡면 지강로 467-1,전라남도 화순군 도곡면 원화리 304,061-375-1995,www.soart.kr,연중무휴,매일 10:00~22:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190315_54/1552650473449oVzil_JPEG/oSmDxNtqo2qPEKDg1lV0Fcq-.jpeg.jpg,https://map.naver.com/p/entry/place/37180465
소소온기,반려동물업,반려동물식당카페,카페,경기도,남양주시,수동면,수산리,599 번지,비룡로,1621-99 번,37.75799978,127.27063,12024,경기도 남양주시 수동면 비룡로 1621-99,경기도 남양주시 수동면 수산리 599,0507-1449-5560,https://www.instagram.com/soso_ongi/,매주 화요일,수~월 11:00~20:00,Y,5000원,Y,해당없음,모두 가능,"실내운동장은 15kg 미만 전용, 실내운동장은 수컷은 매너벨트 필수,생리 중인 반려견은 입장이 불가, 맹견에 속한 강아지 및 공격성이 강한 반려견은 입장이 제한",Y,Y,"애견카페, 운동장","8,000원",2022.11.30,https://ldb-phinf.pstatic.net/20230903_259/1693706985964Tqth0_JPEG/4.jpg,https://map.naver.com/p/entry/place/35581479
소소정원,반려동물업,반려동물식당카페,카페,전라북도,익산시,망성면,장선리,496 번지,여강로,1035-5 번,36.12928406,127.020956,54515,전라북도 익산시 망성면 여강로 1035-5,전라북도 익산시 망성면 장선리 496,063-862-2735,https://www.instagram.com/cafe.sosogarden/,매주 월요일,화~일 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20210918_92/1631944696497MapOO_JPEG/w0p4Q2i4MxSxgpGvPYojfIZZ.jpg,https://map.naver.com/p/entry/place/1107789009
소수박물관,반려동물업,반려동반여행,박물관,경상북도,영주시,순흥면,청구리,346 번지,소백로,2780 번,36.92592352,128.582312,36013,경상북도 영주시 순흥면 소백로 2780,경상북도 영주시 순흥면 청구리 346,054-639-7960,www.yeongju.go.kr,연중무휴,"매일 봄가을 09:00~18:00, 여름 09:00~19:00, 겨울 09:00~17:00",Y,3000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190818_230/1566111267976RQXzv_JPEG/s803gFd2lxpmD7eZVHzr25nw.jpg,https://map.naver.com/p/entry/place/1449734428
소암기념관,반려동물업,반려동반여행,미술관,제주특별자치도,서귀포시,서귀동,,157-1 번지,소암로,15 번,33.2451236,126.567421,63595,제주특별자치도 서귀포시 소암로 15,제주특별자치도 서귀포시 서귀동 157-1,064-760-3511,culture.seogwipo.go.kr/soam,매주 월요일,화~일 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_188/14410045067023HR7w_JPEG/106865497572378_0.jpg,https://map.naver.com/p/entry/place/13188948
소암미술관,반려동물업,반려동반여행,미술관,광주광역시,남구,서동,,97-12 번지,중앙로,83-1 번,35.14378383,126.907017,61637,광주광역시 남구 중앙로 83-1,광주광역시 남구 서동 97-12,062-671-7711,www.soam-museum.com,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~18:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200909_210/1599637134011zaUJr_JPEG/UgB6nmDA3JZb6lSWQrt8BXxG.JPG.jpg,https://map.naver.com/p/entry/place/1174995712
소월아트홀,반려동물업,반려동반여행,문예회관,서울특별시,성동구,행당동,,142-16 번지,왕십리로,281 번,37.55931111,127.036007,4744,서울특별시 성동구 왕십리로 281,서울특별시 성동구 행당동 142-16,02-2204-6402,www.sdfac.or.kr,전시공연에 따라 변동,매일 09:00~18:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20220325_41/1648171426063M49IW_JPEG/1-1._%BC%D2%BF%F9%BE%C6%C6%AE%C8%A6_%B8%DE%C0%CE_%BB%E7%C1%F8.jpg,https://map.naver.com/p/entry/place/12077150
소월집,반려동물업,반려동물식당카페,카페,서울특별시,용산구,이태원동,,258-228 번지,소월로44길,41 번,37.54112215,126.992778,4344,서울특별시 용산구 소월로44길 41,서울특별시 용산구 이태원동 258-228,070-8156-5459,http://instagram.com/sowolzip,"2, 4째주 일요일",매일 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,"애견카페, 미용",없음,2022.11.30,https://ldb-phinf.pstatic.net/20160930_218/1475220293698lExPy_JPEG/176880565472513_0.jpeg,https://map.naver.com/p/entry/place/38632952
소인국 테마파크,반려동물업,반려동반여행,여행지,제주특별자치도,서귀포시,안덕면,서광리,725 번지,중산간서로,1878 번,33.29064522,126.322195,63522,제주특별자치도 서귀포시 안덕면 중산간서로 1878,제주특별자치도 서귀포시 안덕면 서광리 725,064-793-5400,www.soingook.com,연중무휴,매일 09:00~17:30,Y,12000원,Y,해당없음,소형/중형,케이지 이용,N,Y,관광지,없음,2022.11.30,https://naverbooking-phinf.pstatic.net/20240514_275/17156717172956LL55_JPEG/%BC%D2%C0%CE%B1%B9%C5%D7%B8%B6%C6%C4%C5%A9_%C5%EB%C5%EB%BF%AD%C2%F7%B9%AB%B7%E1%C5%BE%BD%C2%C0%CC%BA%A5%C6%AE%28%B3%D7%C0%CC%B9%F6%29.jpg,https://map.naver.com/p/entry/place/11555793
소전미술관,반려동물업,반려동반여행,미술관,경기도,시흥시,대야동,,420-106 번지,소래산길,41 번,37.45196809,126.785501,14902,경기도 시흥시 소래산길 41,경기도 시흥시 대야동 420-106,031-313-1211,wwwsojeonmuseum.org,"매주 월요일, 법정공휴일",화~일 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200406_10/1586150680397mQwRA_JPEG/8WIDzOsnNJcg5dDlhxxpNtQN.jpeg.jpg,https://map.naver.com/p/entry/place/11620372
소태근린공원,반려동물업,반려동반여행,여행지,대전광역시,서구,도안동,,1368 번지,,,36.31705996,127.346609,35366,,대전광역시 서구 도안동 1368,,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/37036746
소풍정원캠핑장,반려동물업,반려동반여행,여행지,경기도,평택시,고덕면,궁리,424-39 번지,새악길,43-42 번,37.01172048,127.01973,17924,경기도 평택시 고덕면 새악길 43-42,경기도 평택시 고덕면 궁리 424-39,031-668-4815,https://www.pyeongtaek.go.kr/camp/main.do,연중무휴,매일 14:00~11:00,Y,없음,Y,해당없음,소형/중형,"목줄, 배변봉투",N,Y,관광지,없음,2022.11.30,,https://map.naver.com/p/entry/place/1051104324
소호동동다리,반려동물업,반려동반여행,여행지,전라남도,여수시,소호동,,498-1 번지,,,34.74040129,127.650588,59670,,전라남도 여수시 소호동 498-1,061-659-3971,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,관광지,없음,2022.11.30,,https://map.naver.com/p/entry/place/1847583391
속초 아바이마을,반려동물업,반려동반여행,여행지,강원도,속초시,청호동,,1076 번지,청호로,122 번,38.20061796,128.594807,24884,강원도 속초시 청호로 122,강원도 속초시 청호동 1076,033-633-3171,http://www.abai.co.kr/,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,소형,목줄,N,Y,관광지,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230308_28/1678255374784I693L_JPEG/KakaoTalk_20230308_145043799_02.jpg,https://map.naver.com/p/entry/place/1054785920
속초문화예술회관,반려동물업,반려동반여행,문예회관,강원도,속초시,영랑동,,570-5 번지,번영로,155 번,38.21304612,128.588372,24821,강원도 속초시 번영로 155,강원도 속초시 영랑동 570-5,033-639-2560,http://www.sokcho.go.kr/culture,"설, 추석 연휴, 매주 월요일",전시공연에 따라 변동,Y,변동,N,해당없음,해당없음,해당없음,Y,Y,문예회관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190327_69/1553651952556dBLAz_JPEG/I07Yeis0HjAQjIqvvONhb8Dr.jpg,https://map.naver.com/p/entry/place/1101667300
속초시립박물관,반려동물업,반려동반여행,박물관,강원도,속초시,노학동,,736-1 번지,신흥2길,16 번,38.20105323,128.538204,24859,강원도 속초시 신흥2길 16,강원도 속초시 노학동 736-1,033-639-2978,http://www.sokchomuse.go.kr,"1월1일, 매주 월요일","화~일 하절기 09:00~18:00, 동절기 09:00~17:00",Y,2000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzAzMDhfMyAg/MDAxNDg4OTY0MzM2MTc5.UZ14jzK505pLJFFreHjuOtkULcac190jr8QiUGTYs3cg.Ukdgqsq44neJ9cwM8eVKXQ8nMnUz_8wihgZNn2CFhO8g.JPEG.jaeminski/DSC03386.JPG#6000x4000,https://map.naver.com/p/entry/place/12386959
속초애견펜션 양양빈티지하우스,반려동물업,반려동반여행,펜션,강원도,양양군,손양면,수산리,70 번지,수산2길,16-11 번,38.07796647,128.671523,25042,강원도 양양군 손양면 수산2길 16-11,강원도 양양군 손양면 수산리 70,,http://vintagehouseps.com,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,13kg 이하,"입질, 공격성 있는 경우 입장 제한",Y,Y,"애견 동반 펜션, 사전문의 필수","20,000원",2022.11.30,https://ldb-phinf.pstatic.net/20210112_113/1610427702405mvaT0_JPEG/NYJaW4Um6I1FAvtTD0_DNUFO.jpg,https://map.naver.com/p/entry/place/36992153
속초애견펜션 양양해피플레이스,반려동물업,반려동반여행,펜션,강원도,양양군,강현면,중복리,109-2 번지,중복골길,11 번,38.14120923,128.57276,25005,강원도 양양군 강현면 중복골길 11,강원도 양양군 강현면 중복리 109-2,,http://happyplacepension.co.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,10kg 미만,제한사항 없음,Y,Y,"애견 동반 펜션, 사전문의 필수, 애견수영장, 추가인원 20,000원","10,000원",2022.11.30,https://ldb-phinf.pstatic.net/20230426_205/1682492766499kNERP_JPEG/05.jpg,https://map.naver.com/p/entry/place/11734270
속초해수욕장,반려동물업,반려동반여행,여행지,강원도,속초시,조양동,,,,,38.18764605,128.590848,,,강원도 속초시 조양동,033-639-2027,https://www.sokchotour.com/,연중무휴,매일 06:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,관광지,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_118/1440992297003ljlnp_JPEG/157155537020287_0.jpg,https://map.naver.com/p/entry/place/11491735
손기정기념관,반려동물업,반려동반여행,박물관,서울특별시,중구,중림동,,6-1 번지,손기정로,101 번,37.5554795,126.964816,4501,서울특별시 중구 손기정로 101,서울특별시 중구 만리동2가 6-1,02-364-1936,www.sonkeechung.com,"1월1일, 설, 추석 당일, 매주 월요일","화~일 하절기 10:00~18:00, 동절기 10:00~17:00",Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1563721601
손성목영화박물관,반려동물업,반려동반여행,박물관,강원도,강릉시,저동,,31 번지,경포로,399 번,37.79806235,128.897988,25461,강원도 강릉시 경포로 399,강원도 강릉시 저동 31,033-655-1132,www.filmmuseum.co.kr,연중무휴,매일 09:00~17:00,Y,15000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20210412_79/1618205853129y1X6y_JPEG/%BD%E6%B3%D7%C0%CF_1000.jpg,https://map.naver.com/p/entry/place/12409858
솔가람아트홀,반려동물업,반려동반여행,문예회관,경기도,파주시,와동동,,1339 번지,가람로116번길,170 번,37.73051234,126.763396,10895,경기도 파주시 가람로116번길 170,경기도 파주시 와동동 1339,031-950-1957,www.pajucf.or.kr,연중무휴,매일 08:00~22:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,문예회관,없음,2022.11.30,,https://map.naver.com/p/entry/place/38289957
솔바람공원,반려동물업,반려동반여행,여행지,전라북도,전주시 완산구,효자4동,,1200-1 번지,우전로,130 번,35.80638976,127.099521,55065,전라북도 전주시 완산구 우전로 130,전라북도 전주시 완산구 효자동2가 1200-1,,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/19372489
솔밭공원,반려동물업,반려동반여행,여행지,충청북도,청주시 흥덕구,송정동,,140-61 번지,대신로,157 번,36.64662731,127.434941,28436,충청북도 청주시 흥덕구 대신로 157,충청북도 청주시 흥덕구 송정동 140-61,043-201-4433,정보없음,연중무휴,매일 00:00~24:00,Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/17784792
솔펜션,반려동물업,반려동반여행,펜션,제주특별자치도,제주시,구좌읍,종달리,722 번지,해맞이해안로,2478 번,33.48598565,126.901797,63364,제주특별자치도 제주시 구좌읍 해맞이해안로 2478,제주특별자치도 제주시 구좌읍 종달리 722,0503-5059-1598,http://solpension.com/,연중무휴,매일 16:00~11:00,Y,변동,Y,해당없음,13kg 이하,객실당 최대 2마리,Y,Y,애견 동반 펜션,"10,000원",2022.11.30,https://naverbooking-phinf.pstatic.net/20240618_8/1718715167934qVRP6_JPEG/DSC06286-Enhanced-NR.jpg,https://map.naver.com/p/entry/place/1431533693
솔푸른향기펜션,반려동물업,반려동반여행,펜션,충청남도,태안군,안면읍,창기리,1523-2 번지,수해길,85-71 번,36.60023225,126.350279,32161,충청남도 태안군 안면읍 수해길 85-71,충청남도 태안군 안면읍 창기리 1523-2,0507-1391-5929,http://www.ssolblue.co.kr/,연중무휴,매일 15:00~11:00,Y,변동,Y,해당없음,소형/중형,"입질, 공격성 심한 경우, 맹견 입실 불가, 객실당 최대 소형 4마리 또는 중형 2마리",Y,Y,애견 동반 펜션,"10,000원",2022.11.30,https://ldb-phinf.pstatic.net/20190902_167/1567404593953WJ9AI_JPEG/5b05276dab09d.jpg,https://map.naver.com/p/entry/place/37642177
